"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
12088,1625061026186x326171985934024700,"Vladimir Guerrero Jr.",PSA,44863922,2019,"Topps Heritage",504,"Purple Refractor","PSA 10",baseball,309.00
12088,1643255077130x561558689391312900,"Vladimir Guerrero Jr.",PSA,44863922,2019,"Topps Heritage",504,Base,"PSA 10",baseball,147.50
11164,1646615677100x655209906445540400,"Clefairy Holo",PSA,44959069,1999,Pokemon,5,Base,"PSA 8",Pokemon,30.00
11164,1646615701545x387467925797575500,"Clefairy Holo",PSA,44959069,1999,Pokemon,5,"Base Set 1999-2000","PSA 8",Pokemon,
11164,1646615790718x541192856497850560,"Clefairy Holo",PSA,44959069,1999,Pokemon,5,Shadowless,"PSA 8",Pokemon,
11164,1646615836998x429694324928127100,"Clefairy Holo",PSA,44959069,1999,Pokemon,5,"1st Edition","PSA 8",Pokemon,
11199,1647324641482x911495936655618300,"Dark Machamp holo",PSA,45001900,2000,"Pokemon Rocket",10,Base,"PSA 5",Pokemon,25.05
11199,1647324650653x459338482259270500,"Dark Machamp holo",PSA,45001900,2000,"Pokemon Rocket",10,"1st Edition","PSA 5",Pokemon,36.01
10759,,"Zion Williamson",PSA,45969676,2019,"Panini Prizm",2,"Instant Impact","PSA 10","Basketball ",
10759,1604687986950x535435333933307140,"Zion Williamson",PSA,45969676,2019,"Panini Prizm",2,Base,"PSA 10","Basketball ",36.00
10759,1604688007885x555864371468777200,"Zion Williamson",PSA,45969676,2019,"Panini Prizm",2,"Prizm Green","PSA 10","Basketball ",32.75
10759,1604688029725x602953412228812500,"Zion Williamson",PSA,45969676,2019,"Panini Prizm",2,"Prizm Silver","PSA 10","Basketball ",55.00
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
10019,1610991705326x865135348444561400,"Carmelo Anthony",PSA,46181915,2003,Topps,223,Base,"PSA 9","Basketball ",44.00
10019,1601093280295x104554836228839760,"Carmelo Anthony",PSA,46181915,2003,Topps,223,Base,"PSA 9","Basketball ",19.50
10758,,"Zion Williamson",PSA,46233619,2019,"Panini Prizm",2,"Instant Impact","PSA 10","Basketball ",
10758,1604687986950x535435333933307140,"Zion Williamson",PSA,46233619,2019,"Panini Prizm",2,Base,"PSA 10","Basketball ",36.00
10758,1604688007885x555864371468777200,"Zion Williamson",PSA,46233619,2019,"Panini Prizm",2,"Prizm Green","PSA 10","Basketball ",32.75
10758,1604688029725x602953412228812500,"Zion Williamson",PSA,46233619,2019,"Panini Prizm",2,"Prizm Silver","PSA 10","Basketball ",55.00
11756,1619189572415x301489149651477570,"Ronald Acuna Jr.",PSA,46261134,2018,"Donruss Optic",63,Base,"PSA 9",baseball,17.50
11756,1620606521030x475340975774892000,"Ronald Acuna Jr.",PSA,46261134,2018,"Donruss Optic",63,Pink,"PSA 9",baseball,34.01
10683,,"Lamar Jackson","PSA ",46305948,2018,"Panini Donruss",317,"Red Press Proof","PSA 9",Football,
10683,1653932590874x570409072973764100,"Lamar Jackson","PSA ",46305948,2018,"Panini Donruss",317,"Red Press Proof","PSA 9",Football,64.00
10028,,"Kawhi Leonard",PSA,46306067,2012,Prestige,162,,"PSA 9","Basketball ",
10028,1653924017146x457504598615449150,"Kawhi Leonard",PSA,46306067,2012,Prestige,162,Base,"PSA 9","Basketball ",31.50
10496,1601861576442x963343774328505600,"Ja Morant",PSA,46317029,2019,Prizm,17,Base,"PSA 10","Basketball ",102.50
10496,1601861547784x756572054679226800,"Ja Morant",PSA,46317029,2019,Prizm,17,"Prizm Green","PSA 10","Basketball ",60.00
10496,1601861565974x415018625142749040,"Ja Morant",PSA,46317029,2019,Prizm,17,"Prizm Silver","PSA 10","Basketball ",78.00
13290,,"Juan Soto",SGC,4652878,2018,"Topps Chrome Update",HMT98,"Pink Refractor","SGC 10",Baseball,
13290,1621216986137x187089788935864320,"Juan Soto",SGC,4652878,2018,"Topps Chrome Update",HMT98,"Pink Refractor","SGC 10",Baseball,230.50
13267,,"Derek Jeter",PSA,46598866,1993,Topps,98,base,"PSA 8",Baseball,
13267,1587443942141x130960892121055230,"Derek Jeter",PSA,46598866,1993,Topps,98,Base,"PSA 8",Baseball,18.50
13267,1593980652375x334439536181903360,"Derek Jeter",PSA,46598866,1993,Topps,98,Base,"PSA 8",Baseball,71.01
13267,1634174234600x217871131120238600,"Derek Jeter",PSA,46598866,1993,Topps,98,Base,"PSA 8",Baseball,176.79
13267,1634437798464x866901751037165600,"Derek Jeter",PSA,46598866,1993,Topps,98,Base,"PSA 8",Baseball,249.99
13268,,"Derek Jeter",PSA,46598869,1993,Topps,98,base,"PSA 8",Baseball,
13268,1587443942141x130960892121055230,"Derek Jeter",PSA,46598869,1993,Topps,98,Base,"PSA 8",Baseball,18.50
13268,1593980652375x334439536181903360,"Derek Jeter",PSA,46598869,1993,Topps,98,Base,"PSA 8",Baseball,71.01
13268,1634174234600x217871131120238600,"Derek Jeter",PSA,46598869,1993,Topps,98,Base,"PSA 8",Baseball,176.79
13268,1634437798464x866901751037165600,"Derek Jeter",PSA,46598869,1993,Topps,98,Base,"PSA 8",Baseball,249.99
13266,,"Derek Jeter",PSA,46598871,1993,Topps,98,base,"PSA 8",Baseball,
13266,1587443942141x130960892121055230,"Derek Jeter",PSA,46598871,1993,Topps,98,Base,"PSA 8",Baseball,18.50
13266,1593980652375x334439536181903360,"Derek Jeter",PSA,46598871,1993,Topps,98,Base,"PSA 8",Baseball,71.01
13266,1634174234600x217871131120238600,"Derek Jeter",PSA,46598871,1993,Topps,98,Base,"PSA 8",Baseball,176.79
13266,1634437798464x866901751037165600,"Derek Jeter",PSA,46598871,1993,Topps,98,Base,"PSA 8",Baseball,249.99
12131,,"Zion Williamson",PSA,46697586,2019,Donruss,,158,"PSA 9",basketball,
12131,1590727984326x208597480660271100,"Zion Williamson",PSA,46697586,2019,Donruss,158,Base,"PSA 9",basketball,25.42
12131,1594823693813x464412249814728700,"Zion Williamson",PSA,46697586,2019,Donruss,158,"Hyper Pink","PSA 9",basketball,56.00
12135,,"Zion Williamson",PSA,46787091,2019,Donruss,,158,"PSA 9",basketball,
12135,1590727984326x208597480660271100,"Zion Williamson",PSA,46787091,2019,Donruss,158,Base,"PSA 9",basketball,25.42
12135,1594823693813x464412249814728700,"Zion Williamson",PSA,46787091,2019,Donruss,158,"Hyper Pink","PSA 9",basketball,56.00
12137,,"Zion Williamson",PSA,46787094,2019,Donruss,,158,"PSA 9",basketball,
12137,1590727984326x208597480660271100,"Zion Williamson",PSA,46787094,2019,Donruss,158,Base,"PSA 9",basketball,25.42
12137,1594823693813x464412249814728700,"Zion Williamson",PSA,46787094,2019,Donruss,158,"Hyper Pink","PSA 9",basketball,56.00
12132,,"Zion Williamson",PSA,46787121,2019,Donruss,,158,"PSA 9",basketball,
12132,1590727984326x208597480660271100,"Zion Williamson",PSA,46787121,2019,Donruss,158,Base,"PSA 9",basketball,25.42
12132,1594823693813x464412249814728700,"Zion Williamson",PSA,46787121,2019,Donruss,158,"Hyper Pink","PSA 9",basketball,56.00
12139,1590727984326x208597480660271100,"Zion Williamson",PSA,46787128,2019,Donruss,158,Base,"PSA 9",basketball,25.42
12139,1594823693813x464412249814728700,"Zion Williamson",PSA,46787128,2019,Donruss,158,"Hyper Pink","PSA 9",basketball,56.00
12138,1594823693813x464412249814728700,"Zion Williamson",PSA,46787136,2019,Donruss,158,"Hyper Pink","PSA 9",basketball,56.00
12138,1590727984326x208597480660271100,"Zion Williamson",PSA,46787136,2019,Donruss,158,Base,"PSA 9",basketball,25.42
12134,,"Zion Williamson",PSA,46787137,2019,Donruss,,158,"PSA 9",basketball,
12134,1590727984326x208597480660271100,"Zion Williamson",PSA,46787137,2019,Donruss,158,Base,"PSA 9",basketball,25.42
12134,1594823693813x464412249814728700,"Zion Williamson",PSA,46787137,2019,Donruss,158,"Hyper Pink","PSA 9",basketball,56.00
12133,,"Zion Williamson",PSA,46787143,2019,Donruss,,158,"PSA 9",basketball,
12133,1590727984326x208597480660271100,"Zion Williamson",PSA,46787143,2019,Donruss,158,Base,"PSA 9",basketball,25.42
12133,1594823693813x464412249814728700,"Zion Williamson",PSA,46787143,2019,Donruss,158,"Hyper Pink","PSA 9",basketball,56.00
12136,,"Zion Williamson",PSA,46787164,2019,Donruss,,158,"PSA 9",basketball,
12136,1590727984326x208597480660271100,"Zion Williamson",PSA,46787164,2019,Donruss,158,Base,"PSA 9",basketball,25.42
12136,1594823693813x464412249814728700,"Zion Williamson",PSA,46787164,2019,Donruss,158,"Hyper Pink","PSA 9",basketball,56.00
11216,1646715250030x213552072926068260,"Aerodactyl Holo",PSA,46838918,1999,"Pokemon Fossil",1,Base,"PSA 8",Pokemon,28.49
11216,1646715255640x575463049700194400,"Aerodactyl Holo",PSA,46838918,1999,"Pokemon Fossil",1,"1st Edition","PSA 8",Pokemon,55.00
11216,1646715277267x861718721824008300,"Aerodactyl Holo",PSA,46838918,1999,"Pokemon Fossil",1,"1st Edition Prerelease","PSA 8",Pokemon,89.95
10056,1592420146250x825626245194055700,"Luka Doncic",PSA,46866895,2018,Optic,177,Base,"PSA 8","Basketball ",42.55
10056,1638805821145x506610389025476740,"Luka Doncic",PSA,46866895,2018,Optic,177,Base,"PSA 8","Basketball ",1725.00
12941,1645929760465x512364590669758460,"Bo Bichette",PSA,47012893,2020,Topps,78,Base,"PSA 9",Baseball,8.50
12941,1595913620907x502434027895521300,"Bo Bichette",PSA,47012893,2020,Topps,78,Base,"PSA 9",Baseball,8.08
12954,,"Bo Bichette",PSA,47012894,2020,Topps,78,base,"PSA 9",Baseball,
12954,1595913620907x502434027895521300,"Bo Bichette",PSA,47012894,2020,Topps,78,Base,"PSA 9",Baseball,8.08
12954,1645929760465x512364590669758460,"Bo Bichette",PSA,47012894,2020,Topps,78,Base,"PSA 9",Baseball,8.50
12942,,"Bo Bichette",PSA,47012895,2020,Topps,78,base,"PSA 9",Baseball,
12942,1595913620907x502434027895521300,"Bo Bichette",PSA,47012895,2020,Topps,78,Base,"PSA 9",Baseball,8.08
12942,1645929760465x512364590669758460,"Bo Bichette",PSA,47012895,2020,Topps,78,Base,"PSA 9",Baseball,8.50
12955,1595913620907x502434027895521300,"Bo Bichette",PSA,47012897,2020,Topps,78,Base,"PSA 9",Baseball,8.08
12955,1645929760465x512364590669758460,"Bo Bichette",PSA,47012897,2020,Topps,78,Base,"PSA 9",Baseball,8.50
13292,,"Juan Soto",SGC,4706736,2018,"Topps Chrome Update",HMT98,"Pink Refractor","SGC 9.5",Baseball,
13292,1621216986137x187089788935864320,"Juan Soto",SGC,4706736,2018,"Topps Chrome Update",HMT98,"Pink Refractor","SGC 9.5",Baseball,
12328,,"Ken Griffey Jr",PSA,47172642,1989,Fleer,548,base,"PSA 9",Baseball,
12328,1590238973428x754417573125161000,"Ken Griffey Jr",PSA,47172642,1989,Fleer,548,Base,"PSA 9",Baseball,28.00
12328,1633711907360x309613331653591040,"Ken Griffey Jr",PSA,47172642,1989,Fleer,548,Base,"PSA 9",Baseball,399.99
12363,,"Ken Griffey Jr",PSA,47172646,1989,Fleer,548,base,"PSA 9",Baseball,
12363,1590238973428x754417573125161000,"Ken Griffey Jr",PSA,47172646,1989,Fleer,548,Base,"PSA 9",Baseball,28.00
12363,1633711907360x309613331653591040,"Ken Griffey Jr",PSA,47172646,1989,Fleer,548,Base,"PSA 9",Baseball,399.99
12329,1590238973428x754417573125161000,"Ken Griffey Jr",PSA,47172650,1989,Fleer,548,Base,"PSA 9",Baseball,28.00
12329,1633711907360x309613331653591040,"Ken Griffey Jr",PSA,47172650,1989,Fleer,548,Base,"PSA 9",Baseball,399.99
13296,,"Derek Jeter",PSA,47280233,1993,Topps,98,base,"PSA 9",Baseball,
13296,1587443942141x130960892121055230,"Derek Jeter",PSA,47280233,1993,Topps,98,Base,"PSA 9",Baseball,61.25
13296,1593980652375x334439536181903360,"Derek Jeter",PSA,47280233,1993,Topps,98,Base,"PSA 9",Baseball,148.76
13296,1634174234600x217871131120238600,"Derek Jeter",PSA,47280233,1993,Topps,98,Base,"PSA 9",Baseball,310.00
13296,1634437798464x866901751037165600,"Derek Jeter",PSA,47280233,1993,Topps,98,Base,"PSA 9",Baseball,415.99
13279,,"Derek Jeter",PSA,47280266,1993,Topps,98,base,"PSA 9",Baseball,
13279,1587443942141x130960892121055230,"Derek Jeter",PSA,47280266,1993,Topps,98,Base,"PSA 9",Baseball,61.25
13279,1593980652375x334439536181903360,"Derek Jeter",PSA,47280266,1993,Topps,98,Base,"PSA 9",Baseball,148.76
13279,1634174234600x217871131120238600,"Derek Jeter",PSA,47280266,1993,Topps,98,Base,"PSA 9",Baseball,310.00
13279,1634437798464x866901751037165600,"Derek Jeter",PSA,47280266,1993,Topps,98,Base,"PSA 9",Baseball,415.99
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
11816,,"Connor McDavid",PSA,47312461,2015,"Upper Deck",,1,"PSA 9",hockey,
11816,1652750204669x645981807330835800,"Connor McDavid",PSA,47312461,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11818,,"Connor McDavid",PSA,47312467,2015,"Upper Deck",,1,"PSA 9",hockey,
11818,1652750204669x645981807330835800,"Connor McDavid",PSA,47312467,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11817,,"Connor McDavid",PSA,47312468,2015,"Upper Deck",,1,"PSA 9",hockey,
11817,1652750204669x645981807330835800,"Connor McDavid",PSA,47312468,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11820,,"Connor McDavid",PSA,47318163,2015,"Upper Deck",,1,"PSA 9",hockey,
11820,1652750204669x645981807330835800,"Connor McDavid",PSA,47318163,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11826,,"Connor McDavid",PSA,47318165,2015,"Upper Deck",,1,"PSA 9",hockey,
11826,1652750204669x645981807330835800,"Connor McDavid",PSA,47318165,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11822,,"Connor McDavid",PSA,47318168,2015,"Upper Deck",,1,"PSA 9",hockey,
11822,1652750204669x645981807330835800,"Connor McDavid",PSA,47318168,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11825,,"Connor McDavid",PSA,47318170,2015,"Upper Deck",,1,"PSA 9",hockey,
11825,1652750204669x645981807330835800,"Connor McDavid",PSA,47318170,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11823,,"Connor McDavid",PSA,47318172,2015,"Upper Deck",,1,"PSA 9",hockey,
11823,1652750204669x645981807330835800,"Connor McDavid",PSA,47318172,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11819,,"Connor McDavid",PSA,47318178,2015,"Upper Deck",,1,"PSA 9",hockey,
11819,1652750204669x645981807330835800,"Connor McDavid",PSA,47318178,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
13297,1587443942141x130960892121055230,"Derek Jeter",PSA,47473667,1993,Topps,98,Base,"PSA 9",Baseball,61.25
13297,1593980652375x334439536181903360,"Derek Jeter",PSA,47473667,1993,Topps,98,Base,"PSA 9",Baseball,148.76
13297,1634174234600x217871131120238600,"Derek Jeter",PSA,47473667,1993,Topps,98,Base,"PSA 9",Baseball,310.00
13297,1634437798464x866901751037165600,"Derek Jeter",PSA,47473667,1993,Topps,98,Base,"PSA 9",Baseball,415.99
11821,,"Connor McDavid",PSA,47475955,2015,"Upper Deck",,1,"PSA 9",hockey,
11821,1652750204669x645981807330835800,"Connor McDavid",PSA,47475955,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11832,,"Connor McDavid",PSA,47476616,2015,"Upper Deck",,1,"PSA 9",hockey,
11832,1652750204669x645981807330835800,"Connor McDavid",PSA,47476616,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11831,,"Connor McDavid",PSA,47476618,2015,"Upper Deck",,1,"PSA 9",hockey,
11831,1652750204669x645981807330835800,"Connor McDavid",PSA,47476618,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11828,,"Connor McDavid",PSA,47476623,2015,"Upper Deck",,1,"PSA 9",hockey,
11828,1652750204669x645981807330835800,"Connor McDavid",PSA,47476623,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11829,,"Connor McDavid",PSA,47476624,2015,"Upper Deck",,1,"PSA 9",hockey,
11829,1652750204669x645981807330835800,"Connor McDavid",PSA,47476624,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11824,,"Connor McDavid",PSA,47476625,2015,"Upper Deck",,1,"PSA 9",hockey,
11824,1652750204669x645981807330835800,"Connor McDavid",PSA,47476625,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11830,,"Connor McDavid",PSA,47476626,2015,"Upper Deck",,1,"PSA 9",hockey,
11830,1652750204669x645981807330835800,"Connor McDavid",PSA,47476626,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
11827,,"Connor McDavid",PSA,47476628,2015,"Upper Deck",,1,"PSA 9",hockey,
11827,1652750204669x645981807330835800,"Connor McDavid",PSA,47476628,2015,"Upper Deck",1,Base,"PSA 9",hockey,105.50
12362,,"Ken Griffey Jr",PSA,47486124,1989,Fleer,548,base,"PSA 9",Baseball,
12362,1590238973428x754417573125161000,"Ken Griffey Jr",PSA,47486124,1989,Fleer,548,Base,"PSA 9",Baseball,28.00
12362,1633711907360x309613331653591040,"Ken Griffey Jr",PSA,47486124,1989,Fleer,548,Base,"PSA 9",Baseball,399.99
12629,1624294676419x965033687819485200,"Shaquille O'neal",PSA,47493478,1992,"Stadium Club",247,Base,"PSA 9",Basketball,12.94
12629,1624294914044x284577791445827600,"Shaquille O'neal",PSA,47493478,1992,"Stadium Club",247,Base,"PSA 9",Basketball,107.99
13150,,"Shaquille O'Neal",,47745875,1992,Topps,362,base,"PSA 9",Basketball,
13150,1594732811301x661395187515523100,"Shaquille O'Neal",,47745875,1992,Topps,362,Base,"PSA 9",Basketball,29.00
13150,1642560554926x868690864789520400,"Shaquille O'Neal",,47745875,1992,Topps,362,Base,"PSA 9",Basketball,133.33
13131,,"Shaquille O'Neal",,47745876,1992,Topps,362,base,"PSA 9",Basketball,
13131,1594732811301x661395187515523100,"Shaquille O'Neal",,47745876,1992,Topps,362,Base,"PSA 9",Basketball,29.00
13131,1642560554926x868690864789520400,"Shaquille O'Neal",,47745876,1992,Topps,362,Base,"PSA 9",Basketball,133.33
13133,,"Shaquille O'Neal",,47745878,1992,Topps,362,base,"PSA 9",Basketball,
13133,1594732811301x661395187515523100,"Shaquille O'Neal",,47745878,1992,Topps,362,Base,"PSA 9",Basketball,29.00
13133,1642560554926x868690864789520400,"Shaquille O'Neal",,47745878,1992,Topps,362,Base,"PSA 9",Basketball,133.33
11722,,"Mike Trout",PSA,47790997,2019,"Topps Chrome",Update,76,"PSA 10",baseball,
11722,1654031918914x123687436563475470,"Mike Trout",PSA,47790997,2019,"Topps Chrome",76,Base,"PSA 10",baseball,29.99
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
11724,,"Mike Trout",PSA,48052040,2017,Topps,"Leaving Dugout",20,"PSA 10",baseball,
11724,1654031917663x826475757908133900,"Mike Trout",PSA,48052040,2017,Topps,20,"Base - Leaving Dugout","PSA 10",baseball,29.99
11724,1654031921409x607069402577444100,"Mike Trout",PSA,48052040,2017,Topps,20,"Rainbow - Leaving Dugout","PSA 10",baseball,59.00
10692,,"Patrick Mahomes II",PSA,48052084,2019,"Panini Playoff",1,"Star Gazing","PSA 9",Football,
10692,1654095276087x391947203017418940,"Patrick Mahomes II",PSA,48052084,2019,"Panini Playoff",1,Base,"PSA 9",Football,15.51
11181,,"Patrick mahomes",PSA,48052086,2019,Prizm,210,,"PSA 9",Football,
11181,1654038120851x709599405073519900,"Patrick mahomes",PSA,48052086,2019,Prizm,210,Base,"PSA 9",Football,12.50
10690,,"Patrick Mahomes II",PSA,48052090,2018,"Panini Absolute",49,,"PSA 9",Football,
10690,1654095277060x646436002425732500,"Patrick Mahomes II",PSA,48052090,2018,"Panini Absolute",49,Base,"PSA 9",Football,
10689,,"Patrick Mahomes II",PSA,48052091,2018,"Panini Absolute",49,,"PSA 10",Football,
10689,1654095277060x646436002425732500,"Patrick Mahomes II",PSA,48052091,2018,"Panini Absolute",49,Base,"PSA 10",Football,
12156,,"Zion Williamson",PSA,48184453,2019,"Panini Mosaic",,269,"PSA 10",basketball,
12156,1593910568217x728606507911348200,"Zion Williamson",PSA,48184453,2019,"Panini Mosaic",269,Base,"PSA 10",basketball,25.46
12156,1618586603766x501084334477125600,"Zion Williamson",PSA,48184453,2019,"Panini Mosaic",269,"Mosaic Camo Pink","PSA 10",basketball,79.50
12156,1618586607029x305146163963728700,"Zion Williamson",PSA,48184453,2019,"Panini Mosaic",269,"Mosaic Orange Fluorescent","PSA 10",basketball,
12156,1618586610272x750166478427223300,"Zion Williamson",PSA,48184453,2019,"Panini Mosaic",269,"Mosaic Black","PSA 10",basketball,
12156,1618586615494x300242859687216900,"Zion Williamson",PSA,48184453,2019,"Panini Mosaic",269,"Mosaic Reactive Orange","PSA 10",basketball,67.69
12156,1618586617115x160575323589514430,"Zion Williamson",PSA,48184453,2019,"Panini Mosaic",269,"Mosaic Gold","PSA 10",basketball,
12156,1618586618160x122916171513850480,"Zion Williamson",PSA,48184453,2019,"Panini Mosaic",269,"Mosaic Blue","PSA 10",basketball,577.00
12156,1618586621081x495635510189222000,"Zion Williamson",PSA,48184453,2019,"Panini Mosaic",269,"Mosaic Choice Nebula","PSA 10",basketball,
12156,1618586624344x482259484599919740,"Zion Williamson",PSA,48184453,2019,"Panini Mosaic",269,"Mosaic Choice Peacock","PSA 10",basketball,4700.00
12156,1618586625915x882829556608358400,"Zion Williamson",PSA,48184453,2019,"Panini Mosaic",269,Silver,"PSA 10",basketball,125.49
10712,,"Zion Williamson",PSA,48356673,2019,"Panini Prizm",2,"Instant Impact","PSA 9","Basketball ",
10712,1604687986950x535435333933307140,"Zion Williamson",PSA,48356673,2019,"Panini Prizm",2,Base,"PSA 9","Basketball ",9.50
10712,1604688007885x555864371468777200,"Zion Williamson",PSA,48356673,2019,"Panini Prizm",2,"Prizm Green","PSA 9","Basketball ",7.50
10712,1604688029725x602953412228812500,"Zion Williamson",PSA,48356673,2019,"Panini Prizm",2,"Prizm Silver","PSA 9","Basketball ",22.50
10833,1587228059837x498469254037766140,"Jayson Tatum",PSA,48432048,2017,"Panini Prizm",16,Base,"PSA 10","Basketball ",199.17
10833,1622397455385x562990580918725200,"Jayson Tatum",PSA,48432048,2017,"Panini Prizm",16,Base,"PSA 10","Basketball ",2999.99
13285,,"Derek Jeter",PSA,48474574,1993,Topps,98,base,"PSA 9",Baseball,
13285,1587443942141x130960892121055230,"Derek Jeter",PSA,48474574,1993,Topps,98,Base,"PSA 9",Baseball,61.25
13285,1593980652375x334439536181903360,"Derek Jeter",PSA,48474574,1993,Topps,98,Base,"PSA 9",Baseball,148.76
13285,1634174234600x217871131120238600,"Derek Jeter",PSA,48474574,1993,Topps,98,Base,"PSA 9",Baseball,310.00
13285,1634437798464x866901751037165600,"Derek Jeter",PSA,48474574,1993,Topps,98,Base,"PSA 9",Baseball,415.99
12157,,"Zion Williamson",PSA,48729579,2019,"Panini Mosaic",,269,"PSA 10",basketball,
12157,1593910568217x728606507911348200,"Zion Williamson",PSA,48729579,2019,"Panini Mosaic",269,Base,"PSA 10",basketball,25.46
12157,1618586603766x501084334477125600,"Zion Williamson",PSA,48729579,2019,"Panini Mosaic",269,"Mosaic Camo Pink","PSA 10",basketball,79.50
12157,1618586607029x305146163963728700,"Zion Williamson",PSA,48729579,2019,"Panini Mosaic",269,"Mosaic Orange Fluorescent","PSA 10",basketball,
12157,1618586610272x750166478427223300,"Zion Williamson",PSA,48729579,2019,"Panini Mosaic",269,"Mosaic Black","PSA 10",basketball,
12157,1618586615494x300242859687216900,"Zion Williamson",PSA,48729579,2019,"Panini Mosaic",269,"Mosaic Reactive Orange","PSA 10",basketball,67.69
12157,1618586617115x160575323589514430,"Zion Williamson",PSA,48729579,2019,"Panini Mosaic",269,"Mosaic Gold","PSA 10",basketball,
12157,1618586618160x122916171513850480,"Zion Williamson",PSA,48729579,2019,"Panini Mosaic",269,"Mosaic Blue","PSA 10",basketball,577.00
12157,1618586621081x495635510189222000,"Zion Williamson",PSA,48729579,2019,"Panini Mosaic",269,"Mosaic Choice Nebula","PSA 10",basketball,
12157,1618586624344x482259484599919740,"Zion Williamson",PSA,48729579,2019,"Panini Mosaic",269,"Mosaic Choice Peacock","PSA 10",basketball,4700.00
12157,1618586625915x882829556608358400,"Zion Williamson",PSA,48729579,2019,"Panini Mosaic",269,Silver,"PSA 10",basketball,125.49
13293,1594339233400x716869095125942300,"Juan Soto",PSA,48776646,2018,"Topps Heritage",502,Base,"PSA 10",Baseball,57.10
13293,1610341213093x848577686613262300,"Juan Soto",PSA,48776646,2018,"Topps Heritage",502,Base,"PSA 10",Baseball,1000.00
10030,1638328920507x876510927095560000,"Giannis Antetokounmpo",PSA,48812670,2013,Pinnacle,5,Base,"PSA 8","Basketball ",91.00
10030,1638328930597x567086262097527400,"Giannis Antetokounmpo",PSA,48812670,2013,Pinnacle,5,Base,"PSA 8","Basketball ",177.50
12159,,"Zion Williamson",PSA,48816654,2019,"Panini Mosaic",,269,"PSA 10",basketball,
12159,1593910568217x728606507911348200,"Zion Williamson",PSA,48816654,2019,"Panini Mosaic",269,Base,"PSA 10",basketball,25.46
12159,1618586603766x501084334477125600,"Zion Williamson",PSA,48816654,2019,"Panini Mosaic",269,"Mosaic Camo Pink","PSA 10",basketball,79.50
12159,1618586607029x305146163963728700,"Zion Williamson",PSA,48816654,2019,"Panini Mosaic",269,"Mosaic Orange Fluorescent","PSA 10",basketball,
12159,1618586610272x750166478427223300,"Zion Williamson",PSA,48816654,2019,"Panini Mosaic",269,"Mosaic Black","PSA 10",basketball,
12159,1618586615494x300242859687216900,"Zion Williamson",PSA,48816654,2019,"Panini Mosaic",269,"Mosaic Reactive Orange","PSA 10",basketball,67.69
12159,1618586617115x160575323589514430,"Zion Williamson",PSA,48816654,2019,"Panini Mosaic",269,"Mosaic Gold","PSA 10",basketball,
12159,1618586618160x122916171513850480,"Zion Williamson",PSA,48816654,2019,"Panini Mosaic",269,"Mosaic Blue","PSA 10",basketball,577.00
12159,1618586621081x495635510189222000,"Zion Williamson",PSA,48816654,2019,"Panini Mosaic",269,"Mosaic Choice Nebula","PSA 10",basketball,
12159,1618586624344x482259484599919740,"Zion Williamson",PSA,48816654,2019,"Panini Mosaic",269,"Mosaic Choice Peacock","PSA 10",basketball,4700.00
12159,1618586625915x882829556608358400,"Zion Williamson",PSA,48816654,2019,"Panini Mosaic",269,Silver,"PSA 10",basketball,125.49
12142,1618586659793x829184567783253500,"Zion Williamson",PSA,48816658,2019,Mosaic,269,"Mosaic Green","PSA 10",basketball,43.00
12142,1618586664973x726922318061217400,"Zion Williamson",PSA,48816658,2019,Mosaic,269,"Mosaic Green Swirl","PSA 10",basketball,
11162,1646615713394x337117480825379840,"Chansey Holo",PSA,48831858,1999,Pokemon,3,Base,"PSA 8",Pokemon,39.52
11162,1646615593130x507567966552790600,"Chansey Holo",PSA,48831858,1999,Pokemon,3,Shadowless,"PSA 8",Pokemon,157.50
11162,1646615627457x713700402150467200,"Chansey Holo",PSA,48831858,1999,Pokemon,3,"Base Set 1999-2000","PSA 8",Pokemon,
